Customer ID,Time with Company (in Months),Contract Type,Internet Service Provider,Total Charges,Predicted Churn,Risk Level,Predicted Probability
4361-JEIVL,1,Month-to-month,DSL,44.4,Yes,3_High,0.7999844470456657
5600-PDUJF,6,Month-to-month,DSL,312.7,Yes,2_Medium,0.5084722734584726
3166-PNEOF,61,Two year,DSL,5175.3,No,1_Low,0.03156791584843048
1153-GNOLC,33,One year,DSL,1309.0,No,1_Low,0.3155733406508485
9309-BZGNT,69,One year,DSL,2134.3,No,1_Low,0.027108316124077776
4393-RYCRE,44,One year,Fiber optic,4510.8,Yes,2_Medium,0.4771755043858488
5993-BQHEA,12,One year,No,267.0,No,1_Low,0.15466336091398486
9600-UDOPK,30,Month-to-month,Fiber optic,2866.45,Yes,3_High,0.8085036721729287
9412-GHEEC,40,Month-to-month,Fiber optic,4131.95,Yes,2_Medium,0.5961067330492837
0668-OGMHD,21,Month-to-month,DSL,629.35,Yes,2_Medium,0.4023818967679242
4583-PARNH,16,Month-to-month,Fiber optic,1540.05,Yes,3_High,0.7508833103539104
6507-DTJZV,13,Month-to-month,DSL,831.75,Yes,2_Medium,0.6498629824655023
1063-DHQJF,69,Two year,Fiber optic,6480.9,No,1_Low,0.09658180795451846
0402-OAMEN,72,Two year,No,1709.1,No,1_Low,0.0013372514944579486
7538-GWHML,2,Month-to-month,Fiber optic,145.15,Yes,3_High,0.8389554443125495
6286-ZHAOK,20,Month-to-month,No,507.4,No,1_Low,0.23468706015112661
2453-SAFNS,54,One year,DSL,3886.05,No,1_Low,0.0972526671244177
4654-DLAMQ,64,One year,Fiber optic,6430.9,No,1_Low,0.19850926400787441
2851-MMUTZ,27,Month-to-month,DSL,1439.35,No,1_Low,0.2047405505638373
4967-WPNCF,72,Two year,DSL,4464.8,No,1_Low,0.009133851747781342
4881-JVQOD,10,Month-to-month,DSL,362.6,Yes,3_High,0.7556213474950275
1716-LSAMB,45,Two year,DSL,2553.7,No,1_Low,0.014498970490811875
3317-VLGQT,14,Month-to-month,Fiber optic,1122.4,Yes,3_High,0.8234959418045291
3714-JTVOV,42,Month-to-month,Fiber optic,3229.4,Yes,2_Medium,0.43102959908863614
1589-AGTLK,3,Month-to-month,DSL,141.5,Yes,3_High,0.7647237469868472
1268-ASBGA,16,Month-to-month,Fiber optic,1375.15,Yes,3_High,0.831049244215472
1666-JZPZT,27,Month-to-month,DSL,1291.35,No,1_Low,0.37317025032718415
8313-AFGBW,47,Two year,DSL,3522.65,No,1_Low,0.07652856029028014
3486-HOOGQ,70,Two year,DSL,5743.3,No,1_Low,0.012636785731257438
2988-GBIVW,70,Month-to-month,Fiber optic,6470.1,Yes,2_Medium,0.5560055420372898
3871-IKPYH,1,Month-to-month,Fiber optic,69.1,Yes,3_High,0.8678529691585293
5201-USSQZ,26,Month-to-month,Fiber optic,2196.45,Yes,2_Medium,0.504143564741081
3938-YFPXD,72,Two year,DSL,5997.1,No,1_Low,0.021430419629389894
4070-OKWVH,52,Month-to-month,Fiber optic,5025.8,Yes,2_Medium,0.49524518785171007
3793-MMFUH,13,Month-to-month,Fiber optic,1290.0,Yes,3_High,0.9239284749561169
6250-CGGUN,54,One year,Fiber optic,4484.05,No,1_Low,0.1409402759592272
3387-VATUS,5,Month-to-month,Fiber optic,462.8,Yes,3_High,0.880584002075177
6047-SUHPR,39,One year,DSL,2343.85,No,1_Low,0.08798348669161254
4020-KIUDI,6,Month-to-month,No,138.85,No,1_Low,0.3420793090327259
8750-QWZAJ,70,Two year,No,1378.75,No,1_Low,0.0010202190905290048
7781-EWARA,70,One year,DSL,4138.7,No,1_Low,0.05057293103668636
6681-ZSEXG,56,Two year,DSL,3389.25,No,1_Low,0.021465937655828455
2027-DNKIV,37,One year,DSL,2203.1,No,1_Low,0.06652885863162879
8234-GSZYK,43,Two year,No,1110.05,No,1_Low,0.010291951130168887
8763-KIAFH,27,One year,No,583.3,No,1_Low,0.07809969148832409
4791-QRGMF,59,One year,Fiber optic,5961.1,Yes,2_Medium,0.538875909240137
3566-HJGPK,1,Month-to-month,DSL,45.55,Yes,3_High,0.7105889368798256
1480-IVEVR,35,One year,Fiber optic,2815.25,Yes,2_Medium,0.49984029398376745
1915-IOFGU,1,Month-to-month,Fiber optic,70.5,Yes,3_High,0.8452132089806144
2809-ILCYT,25,One year,No,733.55,No,1_Low,0.11162529427289006
3181-VTHOE,70,One year,DSL,3635.15,No,1_Low,0.021736335853860346
5552-ZNFSJ,1,Month-to-month,DSL,45.3,Yes,3_High,0.7355627493318458
9470-YFUYI,71,One year,DSL,5012.1,No,1_Low,0.026828433283964448
4749-OJKQU,4,Month-to-month,Fiber optic,302.35,Yes,3_High,0.8897802238790105
2884-GBPFB,35,Month-to-month,Fiber optic,2416.55,Yes,2_Medium,0.6325760647373427
6000-APYLU,9,Month-to-month,Fiber optic,713.1,Yes,3_High,0.8626855372999689
4537-DKTAL,2,Month-to-month,DSL,84.4,Yes,3_High,0.7207489210507932
5220-AGAAX,68,Two year,No,1664.3,No,1_Low,0.002381817813892536
4135-FRWKJ,55,One year,DSL,4154.55,No,1_Low,0.10993008551844806
0310-SUCIN,71,One year,DSL,6046.1,No,1_Low,0.03824975024109476
7010-ZMVBF,18,Month-to-month,No,357.0,No,1_Low,0.1787001434746555
7349-ALMUX,37,Two year,DSL,2313.8,No,1_Low,0.01367522058951546
1208-NBVFH,20,Month-to-month,DSL,939.8,Yes,2_Medium,0.5269390877695048
6407-GSJNL,51,Two year,No,1288.0,No,1_Low,0.0057137029925927495
5673-FSSMF,1,Month-to-month,DSL,60.15,Yes,3_High,0.8333735956252393
2538-OIMXF,1,Month-to-month,DSL,24.7,Yes,3_High,0.7780339848963388
0795-LAFGP,71,Two year,DSL,6668.05,No,1_Low,0.03764077460063116
1142-IHLOO,51,One year,Fiber optic,4475.9,Yes,2_Medium,0.4210450250388964
2516-VQRRV,2,Month-to-month,Fiber optic,158.4,Yes,3_High,0.8761297425876798
8079-XRJRS,65,One year,Fiber optic,5769.6,No,1_Low,0.18045084410959386
8083-YTZES,4,Month-to-month,Fiber optic,265.35,Yes,3_High,0.8876399550026938
2233-FAGXV,5,Month-to-month,No,132.25,Yes,2_Medium,0.4719346369150566
4853-RULSV,70,Two year,Fiber optic,7250.15,No,1_Low,0.15053205848225892
5981-ZVXOT,35,One year,Fiber optic,3726.15,Yes,2_Medium,0.6250987081522055
8361-LTMKD,4,Month-to-month,Fiber optic,306.6,Yes,3_High,0.8586118040753803
9874-QLCLH,17,Month-to-month,Fiber optic,1743.5,Yes,3_High,0.826526336642576
9675-ICXCT,72,Two year,DSL,5728.55,No,1_Low,0.028607113355661747
9102-IAYHT,17,Month-to-month,Fiber optic,1451.6,Yes,3_High,0.8676876774326505
1049-FYSYG,17,Month-to-month,DSL,646.05,Yes,2_Medium,0.4587350210932609
0308-GIQJT,71,One year,Fiber optic,7382.85,No,1_Low,0.3346785622363321
0516-VRYBW,18,One year,No,390.85,No,1_Low,0.10920760024940902
8561-NMTBD,67,One year,Fiber optic,7388.45,Yes,2_Medium,0.4127519782919705
0748-RDGGM,70,One year,Fiber optic,7534.65,No,1_Low,0.18359741739036864
0795-GMVQO,67,One year,Fiber optic,7332.4,No,1_Low,0.3285990241033275
7816-VGHTO,6,Two year,DSL,217.5,No,1_Low,0.13341929400025496
5006-MXVRN,39,Two year,No,762.45,No,1_Low,0.00957392257773082
5453-AXEPF,17,Month-to-month,Fiber optic,1336.9,Yes,2_Medium,0.6828780266979185
3373-DIUUN,30,Two year,No,711.9,No,1_Low,0.020558433169329576
9399-APLBT,1,Month-to-month,Fiber optic,74.7,Yes,3_High,0.8334351838386945
2957-LOLHO,12,Month-to-month,DSL,518.9,Yes,2_Medium,0.5512694178796659
1338-CECEE,41,One year,DSL,2839.95,No,1_Low,0.1594099000815936
1178-PZGAB,19,One year,No,383.65,No,1_Low,0.09759782980304837
5445-PZWGX,62,One year,Fiber optic,6529.25,No,1_Low,0.2758835679999498
9137-UIYPG,35,Month-to-month,Fiber optic,3756.45,Yes,2_Medium,0.6361483104766994
5628-RKIFK,49,Month-to-month,Fiber optic,5070.4,Yes,2_Medium,0.6813480736183806
8779-QRDMV,1,Month-to-month,DSL,39.65,Yes,3_High,0.8724124530267688
6479-OAUSD,25,One year,No,510.8,No,1_Low,0.06740825548528195
3374-LXDEV,13,Month-to-month,Fiber optic,1132.35,Yes,2_Medium,0.6071699775569123
1899-VXWXM,48,One year,Fiber optic,5082.8,Yes,2_Medium,0.5806815475115605
1813-JYWTO,72,Two year,Fiber optic,5737.6,No,1_Low,0.04579708528719939
8745-PVESG,57,One year,DSL,2258.25,No,1_Low,0.02307498622363336
7130-YXBRO,48,Month-to-month,Fiber optic,5315.1,Yes,2_Medium,0.5926710939044166
8749-CLJXC,1,Month-to-month,No,20.05,Yes,2_Medium,0.4157855410834453
6728-CZFEI,15,One year,DSL,931.9,Yes,2_Medium,0.4175720213945977
2190-PHBHR,72,Two year,Fiber optic,6921.7,No,1_Low,0.0988285659855915
0112-QAWRZ,16,Month-to-month,Fiber optic,1442.2,Yes,3_High,0.8111594782490088
4737-HOBAX,63,Two year,DSL,5034.05,No,1_Low,0.038051825111255815
9254-RBFON,17,One year,Fiber optic,1704.95,Yes,2_Medium,0.47702769960429636
1302-UHBDD,20,Month-to-month,Fiber optic,1648.45,Yes,3_High,0.841985196298664
0899-LIIBW,34,Month-to-month,Fiber optic,3527.3,Yes,3_High,0.817420751412191
2656-FMOKZ,15,Month-to-month,Fiber optic,1145.7,Yes,3_High,0.8166889920070642
0230-UBYPQ,63,One year,DSL,2298.9,No,1_Low,0.014034284046585894
3307-TLCUD,17,Month-to-month,DSL,592.75,No,1_Low,0.34791443589808935
3566-CAAYU,64,Two year,DSL,3210.35,No,1_Low,0.013496334369807444
8380-MQINP,55,Two year,No,1079.05,No,1_Low,0.003190551302027506
1843-TLSGD,13,Two year,No,272.35,No,1_Low,0.05979127062699691
3890-RTCMS,16,Month-to-month,DSL,799.0,No,1_Low,0.38061529686717344
5696-QURRL,1,Month-to-month,DSL,45.05,Yes,3_High,0.7091005645977944
2049-BAFNW,1,Month-to-month,DSL,35.9,Yes,2_Medium,0.5915549668162858
2208-UGTGR,56,Month-to-month,Fiber optic,5581.05,Yes,3_High,0.7027545769251519
3583-KRKMD,18,Month-to-month,Fiber optic,1373.05,Yes,2_Medium,0.582544501421234
0650-BWOZN,18,Month-to-month,Fiber optic,1359.45,Yes,3_High,0.7611386468251226
4521-WFJAI,56,Two year,No,1444.05,No,1_Low,0.00558684800801164
2892-GESUL,18,Two year,No,309.25,No,1_Low,0.04035149247470425
3668-QPYBK,2,Month-to-month,DSL,108.15,Yes,2_Medium,0.48069798412180265
4039-PIMHX,49,Two year,DSL,2398.4,No,1_Low,0.02349122641191365
4366-CTOUZ,50,Two year,Fiber optic,5038.45,No,1_Low,0.17548928557436322
1910-FMXJM,36,Month-to-month,Fiber optic,2937.65,Yes,2_Medium,0.6561579840845396
0334-ZFJSR,55,One year,DSL,3462.1,No,1_Low,0.03265624342932419
3679-XASPY,1,Month-to-month,No,19.45,Yes,2_Medium,0.512238812822035
9481-IEBZY,72,Month-to-month,Fiber optic,8061.5,Yes,2_Medium,0.4378545306915054
3251-YMVWZ,53,One year,No,1301.9,No,1_Low,0.01323807779614274
8040-MNRTF,1,Month-to-month,Fiber optic,71.1,Yes,3_High,0.7888443523668472
8972-HJWNV,7,Month-to-month,Fiber optic,646.85,Yes,3_High,0.9048558251203589
1596-BBVTG,35,Month-to-month,Fiber optic,2636.05,Yes,2_Medium,0.592274982234262
7272-QDCKA,28,One year,Fiber optic,2688.45,Yes,2_Medium,0.6803899219847381
3935-TBRZZ,44,One year,No,1110.5,No,1_Low,0.027817199793123415
3569-EDBPQ,24,Month-to-month,Fiber optic,1938.05,Yes,2_Medium,0.5770962197462085
7176-WRTNX,70,Two year,Fiber optic,7711.25,No,1_Low,0.1136917725917458
3417-TSCIC,29,One year,DSL,788.05,No,1_Low,0.2645148436971633
1755-FZQEC,39,One year,No,791.15,No,1_Low,0.0262576642012691
6923-JHPMP,2,Month-to-month,Fiber optic,137.1,Yes,3_High,0.7665468040160016
1660-HSOOQ,1,Month-to-month,DSL,49.65,Yes,2_Medium,0.668554015857797
6340-DACFT,50,Two year,No,1070.25,No,1_Low,0.004819062479193665
5816-QVHRX,37,Month-to-month,Fiber optic,3541.4,Yes,2_Medium,0.62495016524891
0674-EYYZV,1,Month-to-month,DSL,54.65,Yes,3_High,0.8171428180998171
4868-AADLV,66,One year,Fiber optic,7862.25,Yes,2_Medium,0.5183365068253927
9286-BHDQG,72,Two year,DSL,3139.8,No,1_Low,0.002431084926535559
8022-BECSI,22,One year,No,422.5,No,1_Low,0.0803485078388186
7748-UMTRK,30,Month-to-month,Fiber optic,2974.5,Yes,3_High,0.8445872742409204
6311-UEUME,29,Month-to-month,Fiber optic,2384.15,Yes,3_High,0.7903782465421996
0939-EREMR,13,Month-to-month,DSL,718.1,No,1_Low,0.3422744809434846
5590-YRFJT,20,Month-to-month,DSL,482.8,Yes,2_Medium,0.6003572036648525
8148-NLEGT,42,Two year,No,1014.25,No,1_Low,0.016034430112437
8548-AWOFC,66,Month-to-month,DSL,4264.6,No,1_Low,0.11384759036004682
6527-PZFPV,24,One year,No,469.65,No,1_Low,0.09376990557927771
7675-OZCZG,3,Month-to-month,DSL,127.1,Yes,3_High,0.7444820206221606
8286-AFUYI,1,Month-to-month,DSL,47.95,Yes,2_Medium,0.6110707947645038
3387-PLKUI,13,Month-to-month,No,251.25,No,1_Low,0.23160521524043004
1725-IQNIY,54,Two year,Fiber optic,6110.2,No,1_Low,0.08873299749686739
4633-MKHYU,9,Month-to-month,Fiber optic,788.6,Yes,3_High,0.8431902264129234
9063-ZGTUY,61,Month-to-month,No,1182.55,No,1_Low,0.012963279734508615
3785-KTYSH,53,Two year,No,1279.0,No,1_Low,0.0052813206329824485
2205-LPVGL,58,One year,Fiber optic,5125.75,No,1_Low,0.1589856692454377
5793-YOLJN,55,Two year,No,1210.3,No,1_Low,0.0035042299855537868
7469-LKBCI,16,Two year,No,326.8,No,1_Low,0.047134334612295194
4139-SUGLD,31,Month-to-month,DSL,1077.5,No,1_Low,0.13600986712580418
1989-PRJHP,27,Month-to-month,Fiber optic,1893.95,Yes,3_High,0.7877441189738917
3235-ETOOB,8,Month-to-month,Fiber optic,609.9,Yes,3_High,0.7502689253169873
5474-LAMUQ,24,One year,No,533.9,No,1_Low,0.06834007711841862
0541-FITGH,2,Month-to-month,DSL,113.1,Yes,2_Medium,0.5848433709199963
0823-HSCDJ,52,Month-to-month,DSL,2550.9,No,1_Low,0.3398440516750414
5567-GZKQY,58,Two year,No,1131.5,No,1_Low,0.0025460967465148255
9250-WYPLL,5,Month-to-month,Fiber optic,413.65,Yes,3_High,0.8600285103719063
5572-ZDXHY,22,Month-to-month,Fiber optic,1855.65,Yes,2_Medium,0.666346856699813
9574-RKJIF,30,Month-to-month,Fiber optic,2838.7,Yes,3_High,0.7137926378472922
6988-CJEYV,49,Month-to-month,Fiber optic,4920.55,Yes,3_High,0.7350457796885465
1395-WSWXR,24,Two year,No,487.05,No,1_Low,0.02806418206334663
8231-BSWXX,71,One year,Fiber optic,5552.5,No,1_Low,0.18579575699217996
2889-FPWRM,72,One year,Fiber optic,8684.8,No,1_Low,0.34445274991987657
6127-ISGTU,16,Month-to-month,Fiber optic,1378.25,Yes,3_High,0.872289609200366
0536-ACXIP,72,Two year,Fiber optic,8165.1,No,1_Low,0.2749028172021869
6873-UDNLD,40,Month-to-month,DSL,2731.0,No,1_Low,0.25202249047318637
8345-MVDYC,45,Two year,DSL,3618.7,No,1_Low,0.03241849807694898
1919-RTPQD,7,Month-to-month,DSL,333.65,Yes,2_Medium,0.6749066440813488
4074-SJFFA,1,Month-to-month,DSL,54.75,Yes,3_High,0.7276138089608273
2636-ALXXZ,1,Month-to-month,Fiber optic,69.6,Yes,3_High,0.8936958442981615
9796-MVYXX,14,Two year,DSL,692.35,No,1_Low,0.09440310399433408
4816-LXZYW,23,Month-to-month,Fiber optic,1676.95,Yes,3_High,0.7310551316809291
6956-SMUCM,3,Month-to-month,Fiber optic,287.4,Yes,3_High,0.7577446774303257
7321-PKUYW,11,Month-to-month,Fiber optic,987.95,Yes,3_High,0.7878771254471584
9127-FHJBZ,72,Two year,Fiber optic,8093.15,No,1_Low,0.1836505482129319
7014-ZZXAW,71,Two year,No,1732.95,No,1_Low,0.0018351564384512739
7873-CVMAW,72,Two year,DSL,6362.35,No,1_Low,0.018611929298201036
3413-BMNZE,1,Month-to-month,DSL,45.25,Yes,2_Medium,0.6771462310037059
6300-BWMJX,59,Month-to-month,Fiber optic,5386.5,Yes,2_Medium,0.460736671798724
9572-MTILT,59,Month-to-month,Fiber optic,6252.9,Yes,2_Medium,0.45459769030983826
7148-XZPHA,55,Month-to-month,Fiber optic,4238.45,No,1_Low,0.25722324081771736
1228-ZLNBX,21,Month-to-month,Fiber optic,1570.7,Yes,3_High,0.7015544785632585
6994-FGRHH,70,One year,Fiber optic,7475.1,Yes,2_Medium,0.40502534159962056
1545-JFUML,71,Two year,Fiber optic,6994.6,No,1_Low,0.14975996756411805
4942-VZZOM,64,One year,DSL,4392.5,No,1_Low,0.09043156567937499
5536-RTPWK,49,Month-to-month,Fiber optic,4853.75,Yes,2_Medium,0.6657544615733247
4439-JMPMT,5,Month-to-month,Fiber optic,470.95,Yes,3_High,0.8245486015863811
2474-LCNUE,23,Month-to-month,DSL,1642.75,Yes,2_Medium,0.4827110147034486
5136-RGMZO,31,Month-to-month,DSL,2168.15,Yes,2_Medium,0.4140413445095425
3961-SXAXY,1,Month-to-month,DSL,44.05,Yes,2_Medium,0.6896524867291921
7921-LMDFQ,51,One year,Fiber optic,4905.75,Yes,2_Medium,0.5444547803571879
5485-ITNPC,66,Two year,DSL,5595.3,No,1_Low,0.01694887904358188
0174-QRVVY,71,Two year,No,1847.55,No,1_Low,0.001773053554751762
8815-LMFLX,25,Month-to-month,No,546.85,No,1_Low,0.17431727629869764
4398-HSCJH,3,Month-to-month,DSL,155.65,Yes,3_High,0.7323038091984755
9508-ILZDG,34,Month-to-month,Fiber optic,3190.25,Yes,3_High,0.7118753613509654
3312-ZWLGF,29,Month-to-month,Fiber optic,2414.55,Yes,3_High,0.7023480829893359
4652-ODEVH,45,Two year,No,1088.25,No,1_Low,0.009315688382570684
4310-KEDTB,26,Month-to-month,DSL,786.5,Yes,2_Medium,0.4341582164161255
7625-XCQRH,11,Month-to-month,Fiber optic,837.95,Yes,3_High,0.8654542652264063
2344-JMOGN,9,Month-to-month,Fiber optic,890.6,Yes,2_Medium,0.6063209382143615
4881-GQJTW,14,Month-to-month,No,300.4,No,1_Low,0.22271123313776175
7876-AEHIG,51,One year,DSL,3077.0,No,1_Low,0.06873412059323915
4652-NNHNY,16,Month-to-month,Fiber optic,1284.2,Yes,3_High,0.7617249714982588
7025-IWFHT,41,One year,Fiber optic,3729.75,Yes,2_Medium,0.4130891573179693
1552-TKMXS,42,Month-to-month,No,869.9,No,1_Low,0.03510382944948206
4325-NFSKC,19,Month-to-month,Fiber optic,1660.0,Yes,3_High,0.8337708153101955
4644-OBGFZ,55,One year,No,1026.35,No,1_Low,0.008398142252198842
0562-HKHML,71,Two year,No,1626.4,No,1_Low,0.001507861946678685
0244-LGNFY,72,Two year,DSL,6733.0,No,1_Low,0.023243408557946578
3069-SSVSN,1,One year,DSL,25.85,Yes,2_Medium,0.6351947302855411
0831-JNISG,71,Two year,No,1396.25,No,1_Low,0.0010471657613740097
4692-NNQRU,21,One year,Fiber optic,1742.45,Yes,2_Medium,0.4037654801828881
0307-BCOPK,16,One year,No,326.65,No,1_Low,0.11640520257551867
3736-BLEPA,28,One year,Fiber optic,2483.65,No,1_Low,0.3746970912947433
3340-QBBFM,36,One year,DSL,1992.85,No,1_Low,0.087876533039731
4742-TXUEX,47,Two year,No,890.5,No,1_Low,0.005012569084824488
6207-WIOLX,25,Month-to-month,DSL,1502.65,Yes,2_Medium,0.40449396302079016
7083-MIOPC,72,Two year,No,1566.9,No,1_Low,0.001028946721397273
2434-EEVDB,64,Two year,Fiber optic,5948.7,No,1_Low,0.13494488127701443
8550-XSXUQ,48,One year,DSL,3420.5,No,1_Low,0.14792554777042577
7452-FOLON,39,One year,No,958.45,No,1_Low,0.03806046080415303
4853-OITSN,5,Month-to-month,Fiber optic,413.25,Yes,3_High,0.8261005195602776
0637-YLETY,16,Month-to-month,Fiber optic,1555.65,Yes,3_High,0.7425761203167415
1776-SPBWV,34,One year,No,682.1,No,1_Low,0.04425215517488691
3259-FDWOY,71,Two year,Fiber optic,7723.7,No,1_Low,0.2809320123153525
1346-PJWTK,61,Month-to-month,Fiber optic,5731.85,No,1_Low,0.23403442511189365
6464-KEXXH,8,Month-to-month,DSL,186.3,Yes,3_High,0.7202118396114193
9968-FFVVH,63,One year,DSL,4111.35,No,1_Low,0.01652687096788342
5447-VYTKW,27,Month-to-month,DSL,1461.45,No,1_Low,0.14286194774521097
7030-NJVDP,24,Month-to-month,Fiber optic,2210.2,Yes,2_Medium,0.5738387261550398
9802-CAQUT,72,Two year,Fiber optic,7887.25,No,1_Low,0.1569835176529714
1116-DXXDF,39,Two year,Fiber optic,3801.7,No,1_Low,0.31681041793229925
4664-NJCMS,33,Two year,DSL,2016.3,No,1_Low,0.0475329652470886
8016-ZMGMO,66,One year,DSL,4738.85,No,1_Low,0.10117548266724305
5975-BAICR,36,One year,DSL,2188.5,No,1_Low,0.1353491682898138
9833-TGFHX,42,One year,Fiber optic,4016.75,Yes,2_Medium,0.5641374572144789
5329-KRDTM,72,Two year,DSL,5396.25,No,1_Low,0.017893973502974104
1052-QJIBV,71,Two year,No,1397.3,No,1_Low,0.0010279454244203753
6683-VLCTZ,20,Month-to-month,Fiber optic,1842.8,Yes,3_High,0.8891150680439519
5161-UBZXI,69,Two year,Fiber optic,7261.75,No,1_Low,0.10192816526203019
3196-NVXLZ,25,Month-to-month,Fiber optic,2088.05,Yes,3_High,0.7894292876412183
1089-XZWHH,24,Two year,No,494.05,No,1_Low,0.036073494240307515
3717-LNXKW,38,Month-to-month,Fiber optic,3479.05,Yes,2_Medium,0.5539826485653925
9822-BIIGN,53,Month-to-month,DSL,3827.9,No,1_Low,0.1635330564773186
8455-HIRAQ,8,Month-to-month,DSL,369.3,Yes,2_Medium,0.5567415984848527
0426-TIRNE,1,Month-to-month,No,20.9,Yes,2_Medium,0.41388556053874404
5226-NOZFC,26,Month-to-month,Fiber optic,2146.5,Yes,3_High,0.7505522936730621
4182-BGSIQ,10,Month-to-month,No,196.75,No,1_Low,0.31244395024470234
9938-ZREHM,37,One year,DSL,2658.4,No,1_Low,0.11918800436820359
3580-HYCSP,72,Two year,Fiber optic,7966.9,No,1_Low,0.19515017883573552
5678-VFNEQ,71,One year,Fiber optic,7412.25,Yes,2_Medium,0.4014591774162161
2789-HQBOU,3,Month-to-month,Fiber optic,253.8,Yes,3_High,0.8845441061433563
3874-EQOEP,7,Month-to-month,Fiber optic,655.5,Yes,3_High,0.8551454178349128
3900-AQPHZ,1,Month-to-month,No,19.9,Yes,2_Medium,0.4103839854010506
3727-JEZTU,1,Month-to-month,No,20.4,Yes,2_Medium,0.4121336613083508
0308-IVGOK,11,One year,DSL,422.6,No,1_Low,0.28286625683231126
8650-RHRKE,4,Month-to-month,DSL,118.5,Yes,3_High,0.8067321173649683
2577-GVSIL,35,One year,DSL,2661.1,No,1_Low,0.27725308879157634
3146-JTQHR,10,One year,No,189.45,No,1_Low,0.14776967233613017
5089-IFSDP,58,Two year,Fiber optic,6144.55,No,1_Low,0.17214980004998598
2521-NPUZR,70,Two year,Fiber optic,7085.5,No,1_Low,0.04000914723496301
9477-LGWQI,70,Two year,DSL,5600.15,No,1_Low,0.026528049455997252
6214-EDAKZ,22,Month-to-month,DSL,1206.05,No,1_Low,0.279674511217185
5346-BZCHP,69,Two year,No,1346.2,No,1_Low,0.0011674527581704253
3948-FVVRP,9,Month-to-month,DSL,452.8,No,1_Low,0.32737305750780304
1304-NECVQ,2,Month-to-month,Fiber optic,149.55,Yes,3_High,0.8933841754430585
8109-YUOHE,17,One year,DSL,946.95,No,1_Low,0.16567650698282282
9200-NLNPD,56,One year,DSL,2959.8,No,1_Low,0.07612268406607324
2845-KDHVX,64,Two year,DSL,4378.8,No,1_Low,0.01272902413700904
2606-RMDHZ,6,Month-to-month,DSL,208.7,Yes,2_Medium,0.6816987930551355
1751-NCDLI,46,Month-to-month,Fiber optic,4564.9,Yes,3_High,0.829654642807011
1399-UBQIU,11,Month-to-month,DSL,712.25,Yes,3_High,0.7360189650608695
5018-HEKFO,10,Month-to-month,No,270.15,No,1_Low,0.3852693840030364
0932-YIXYU,47,Two year,No,1029.8,No,1_Low,0.005823085424535859
8984-HPEMB,71,Two year,Fiber optic,8477.6,No,1_Low,0.24109653711951726
1697-BCSHV,58,Month-to-month,DSL,3970.4,No,1_Low,0.21750783320217615
9170-CCKOU,17,Month-to-month,Fiber optic,1454.15,Yes,2_Medium,0.4822022780677399
0523-VNGTF,52,Month-to-month,DSL,2566.3,No,1_Low,0.17416549669099093
8840-DQLGN,35,Month-to-month,Fiber optic,3653.35,Yes,2_Medium,0.50345209480571
6386-SZZKH,49,Two year,Fiber optic,5293.2,No,1_Low,0.20810307197725667
2511-ALLCS,35,Two year,No,821.6,No,1_Low,0.016221946088127562
0148-DCDOS,25,Month-to-month,Fiber optic,2362.1,Yes,3_High,0.8250197786961899
2506-CLAKW,6,Month-to-month,Fiber optic,567.45,Yes,2_Medium,0.44296720810819706
0756-MPZRL,46,One year,DSL,1537.85,No,1_Low,0.04632360143750191
3023-GFLBR,33,Month-to-month,Fiber optic,2745.7,Yes,2_Medium,0.6771457976126704
5293-WXJAK,11,Month-to-month,Fiber optic,1133.65,Yes,3_High,0.7694027395794264
4304-XUMGI,50,Two year,DSL,3822.45,No,1_Low,0.04835859011887681
7880-XSOJX,4,Month-to-month,DSL,146.4,No,1_Low,0.3799249701012182
0674-GCDXG,63,Two year,DSL,4479.2,No,1_Low,0.015738853943667037
3481-JHUZH,41,Month-to-month,Fiber optic,3439.0,Yes,2_Medium,0.6414805900107325
6646-QVXLR,62,One year,Fiber optic,6383.35,Yes,2_Medium,0.6105361536936429
2034-GDRCN,2,Month-to-month,Fiber optic,168.2,Yes,3_High,0.9074051515343763
2897-DOVND,2,Month-to-month,Fiber optic,146.65,Yes,3_High,0.8736323397165838
3746-EUBYR,1,Month-to-month,Fiber optic,74.6,Yes,3_High,0.8381609621154724
3796-ENZGF,63,Two year,DSL,4234.15,No,1_Low,0.014799624091790769
7126-RBHSD,17,Month-to-month,Fiber optic,1348.95,Yes,2_Medium,0.6828817420139
0562-FGDCR,72,Two year,DSL,5430.65,No,1_Low,0.011391635282043601
9067-YGSCA,70,One year,No,1856.4,No,1_Low,0.005034440673293331
2160-GPFXD,54,Two year,DSL,3566.7,No,1_Low,0.016224753721556868
3858-VOBET,23,Month-to-month,Fiber optic,1710.45,Yes,3_High,0.8055204024965377
0488-GSLFR,1,Month-to-month,Fiber optic,69.5,Yes,3_High,0.8746733565649584
9674-EHPPG,46,Two year,DSL,1842.7,No,1_Low,0.011772020065377297
2040-OBMLJ,31,One year,Fiber optic,2548.65,No,1_Low,0.36928675119415116
3126-WQMGH,49,Month-to-month,DSL,2583.75,No,1_Low,0.21001050555146028
2073-QBVBI,41,One year,DSL,1391.65,No,1_Low,0.04899290472603189
5150-LJNSR,31,One year,Fiber optic,3082.1,Yes,2_Medium,0.4732891298845053
3845-JHAMY,16,Month-to-month,DSL,552.7,Yes,2_Medium,0.6540617007762585
